entity_id,state,last_changed
sensor.153931628473058_total_energy_consumption,1350.76,2026-03-19T22:44:48.015Z
sensor.153931628473058_total_energy_consumption,1350.77,2026-03-19T22:45:21.187Z
sensor.153931628473058_total_energy_consumption,1350.78,2026-03-19T22:46:28.450Z
sensor.153931628473058_total_energy_consumption,1350.79,2026-03-19T22:47:01.753Z
sensor.153931628473058_total_energy_consumption,1350.8,2026-03-19T22:47:34.951Z
sensor.153931628473058_total_energy_consumption,1350.81,2026-03-19T22:48:08.170Z
sensor.153931628473058_total_energy_consumption,1350.82,2026-03-19T22:48:41.358Z
sensor.153931628473058_total_energy_consumption,1350.83,2026-03-19T22:49:14.710Z
sensor.153931628473058_total_energy_consumption,1350.84,2026-03-19T22:50:21.288Z
sensor.153931628473058_total_energy_consumption,1350.85,2026-03-19T22:50:54.464Z
sensor.153931628473058_total_energy_consumption,1350.86,2026-03-19T22:51:27.700Z
sensor.153931628473058_total_energy_consumption,1350.87,2026-03-19T22:52:00.801Z
sensor.153931628473058_total_energy_consumption,1350.88,2026-03-19T22:52:34.069Z
sensor.153931628473058_total_energy_consumption,1350.89,2026-03-19T22:53:40.493Z
sensor.153931628473058_total_energy_consumption,1350.9,2026-03-19T22:54:14.278Z
sensor.153931628473058_total_energy_consumption,1350.91,2026-03-19T22:54:48.120Z
sensor.153931628473058_total_energy_consumption,1350.92,2026-03-19T22:55:21.371Z
sensor.153931628473058_total_energy_consumption,1350.93,2026-03-19T22:55:54.544Z
sensor.153931628473058_total_energy_consumption,1350.94,2026-03-19T22:57:01.158Z
sensor.153931628473058_total_energy_consumption,1350.95,2026-03-19T22:57:34.379Z
sensor.153931628473058_total_energy_consumption,1350.96,2026-03-19T22:58:07.636Z
sensor.153931628473058_total_energy_consumption,1350.97,2026-03-19T22:59:14.168Z
sensor.153931628473058_total_energy_consumption,1350.98,2026-03-19T22:59:47.425Z
sensor.153931628473058_total_energy_consumption,1350.99,2026-03-19T23:00:54.016Z
